,individual,loss
15,OSBS_contrib6781,0.6571067
22,OSBS_contrib4261,0.5475396
33,TEAK_contrib543,0.5129236
34,TEAK_contrib277,0.5139847
35,TEAK_contrib542,0.7738618
42,BLAN_contrib1811,0.51489115
5,NIWO_contrib1,0.9907495
12,NIWO_contrib22,0.5541324
22,TEAK_contrib303,0.6023883
60,BLAN_contrib817,0.9324753
61,BLAN_contrib1528,0.65387785
50,BLAN_contrib204,0.653261
51,BLAN_contrib331,0.8659457
62,BLAN_contrib201,0.5014279
1,BLAN_contrib309,0.5088219
4,BLAN_contrib347,0.51494926
8,BLAN_contrib32,0.5390415
10,BLAN_contrib24,0.50222147
32,BLAN_contrib1867,0.5954999
42,BLAN_contrib1394,0.50459564
20,BLAN_contrib208,0.8625391
27,BLAN_contrib330,0.9053263
57,BLAN_contrib4,0.5370198
41,BLAN_contrib1544,0.70754874
42,BLAN_contrib1543,0.55655634
10,BLAN_contrib0,0.6837214
11,BLAN_contrib1,0.6860387
12,BLAN_contrib2,0.5940434
14,BLAN_contrib54,0.8435946
16,BLAN_contrib57,0.48858494
19,TEAK_contrib459,0.5217373
21,TEAK_contrib541,0.91405237
44,TEAK_contrib495,0.67596054
52,BLAN_contrib53,0.8989516
54,BLAN_contrib49,0.5391692
63,TEAK_contrib251,0.49632713
6,BLAN_contrib985,0.929775
30,BLAN_contrib48,0.5039932
18,BLAN_contrib250,0.49465868
19,BLAN_contrib251,0.66172016
52,BLAN_contrib1798,0.5175772
63,BLAN_contrib44,0.55095476
1,TEAK_contrib439,0.64251214
6,TEAK_contrib435,0.5327085
12,TEAK_contrib430,1.0
13,BLAN_contrib818,0.5859472
32,BLAN_contrib1738,0.50133306
33,BLAN_contrib288,0.6691546
54,BLAN_contrib43,0.59349436
14,BLAN_contrib614,0.6091233
4,TEAK_contrib312,0.5749038
5,TEAK_contrib494,0.5380011
6,TEAK_contrib315,0.5133655
9,TEAK_contrib500,0.97297233
17,TEAK_contrib154,0.49345723
19,TEAK_contrib440,0.65596485
9,BLAN_contrib1673,0.53352034
10,BLAN_contrib1674,0.49794868
10,BLAN_contrib1586,0.7687352
30,TEAK_contrib359,0.5409933
34,TEAK_contrib467,0.49737498
35,TEAK_contrib505,0.99033654
36,TEAK_contrib318,0.77827847
47,BLAN_contrib349,0.7675625
48,BLAN_contrib348,0.9298523
31,TEAK_contrib300,0.4905207
36,TEAK_contrib86,0.59482664
43,TEAK_contrib46,0.6446612
50,TEAK_contrib475,0.68527806
6,TEAK_contrib311,0.50232625
8,TEAK_contrib304,0.6068601
10,TEAK_contrib242,0.6551526
11,TEAK_contrib240,0.7855546
12,TEAK_contrib239,0.539532
22,TEAK_contrib123,0.6277908
25,TEAK_contrib373,0.96860707
30,TEAK_contrib269,0.51274264
32,TEAK_contrib266,0.608382
44,TEAK_contrib160,0.9053506
50,TEAK_contrib507,0.89877415
53,TEAK_contrib504,0.6127477
57,TEAK_contrib96,0.9878517
58,TEAK_contrib92,0.91776335
59,TEAK_contrib93,0.67153627
63,TEAK_contrib308,0.65847415
0,TEAK_contrib491,0.99749297
1,TEAK_contrib306,0.5109824
2,TEAK_contrib256,0.49506694
3,TEAK_contrib228,0.80295855
20,TEAK_contrib503,0.5072287
21,TEAK_contrib99,0.99579567
22,TEAK_contrib98,0.99461824
23,TEAK_contrib97,0.9991349
24,TEAK_contrib91,0.54479027
30,TEAK_contrib48,0.87354666
32,TEAK_contrib41,0.5515908
33,TEAK_contrib40,0.5301148
38,TEAK_contrib124,0.5012284
45,TEAK_contrib476,0.66232777
50,TEAK_contrib457,0.9749923
51,TEAK_contrib535,0.91680264
52,TEAK_contrib536,0.9055654
53,TEAK_contrib537,0.9720402
54,TEAK_contrib458,1.0000001
55,TEAK_contrib534,0.57605577
56,TEAK_contrib538,0.6098022
57,TEAK_contrib539,0.8938141
58,TEAK_contrib456,0.9901802
59,TEAK_contrib455,0.9881937
60,TEAK_contrib344,0.48864418
5,TEAK_contrib452,0.7626274
26,NIWO_contrib87,0.67455816
34,NIWO_contrib95,0.493039
46,TEAK_contrib405,0.67132163
54,TEAK_contrib478,0.4957159
58,TEAK_contrib540,0.83692455
17,TEAK_contrib33,0.69295496
20,TEAK_contrib2,0.52076524
22,TEAK_contrib122,0.987674
25,TEAK_contrib283,0.6833005
27,TEAK_contrib378,0.4969892
29,TEAK_contrib520,0.780235
32,TEAK_contrib460,0.54118943
34,TEAK_contrib462,0.70851207
35,TEAK_contrib297,0.48965105
36,TEAK_contrib222,0.59462893
41,TEAK_contrib194,0.51555127
52,TEAK_contrib5,0.49267283
53,TEAK_contrib6,0.5979545
60,TEAK_contrib519,0.73396784
0,TEAK_contrib533,0.63971484
1,TEAK_contrib530,0.6079984
2,TEAK_contrib531,0.5128653
3,TEAK_contrib532,0.506435
4,TEAK_contrib463,0.49063307
6,TEAK_contrib527,0.50860363
7,TEAK_contrib528,0.68813246
8,TEAK_contrib461,0.6442785
9,TEAK_contrib249,0.5139059
10,TEAK_contrib219,0.54175085
11,TEAK_contrib220,0.9577587
15,TEAK_contrib67,0.61704147
25,TEAK_contrib32,0.8756578
34,TEAK_contrib294,0.54019064
36,TEAK_contrib106,0.9999856
42,TEAK_contrib115,0.99999964
44,TEAK_contrib526,0.53138876
49,TEAK_contrib198,0.54631376
4,TEAK_contrib12,0.685098
5,TEAK_contrib17,1.0
7,TEAK_contrib293,0.48770562
13,TEAK_contrib423,0.52167207
26,TEAK_contrib486,0.6601385
31,TEAK_contrib326,0.96272767
35,TEAK_contrib512,0.99576557
36,TEAK_contrib245,0.5194309
37,TEAK_contrib247,0.49709532
38,TEAK_contrib246,0.51925206
2,TEAK_contrib80,0.9984407
7,TEAK_contrib104,0.5265246
11,TEAK_contrib243,0.5931137
28,TEAK_contrib24,0.6758295
1,NIWO_contrib121,0.87245375
2,NIWO_contrib122,0.4892528
3,NIWO_contrib123,0.68713695
4,NIWO_contrib124,0.6871369
14,NIWO_contrib138,0.52936876
28,NIWO_contrib207,1.0
38,NIWO_contrib119,0.8833661
39,NIWO_contrib120,0.6527912
49,NIWO_contrib39,0.99077064
58,NIWO_contrib32,0.7124454
2,NIWO_contrib41,0.75218797
9,NIWO_contrib237,0.7037195
10,NIWO_contrib238,0.7037195
18,NIWO_contrib251,0.863934
19,NIWO_contrib252,0.67728114
38,NIWO_contrib48,0.62065387
40,NIWO_contrib50,0.5024372
46,NIWO_contrib56,0.5171815
48,NIWO_contrib58,0.8178568
49,NIWO_contrib59,0.9546926
1,NIWO_contrib216,0.98288125
4,NIWO_contrib194,0.8879596
15,NIWO_contrib158,0.9999998
16,NIWO_contrib160,0.9164257
17,NIWO_contrib161,0.86004627
18,NIWO_contrib162,0.9342322
19,NIWO_contrib163,0.9999998
20,NIWO_contrib164,0.9989763
21,NIWO_contrib165,1.0000001
22,NIWO_contrib167,0.7980266
23,NIWO_contrib168,0.8887788
25,NIWO_contrib171,1.0
27,NIWO_contrib176,0.89072317
28,NIWO_contrib187,0.837941
51,NIWO_contrib183,0.9999901
55,NIWO_contrib225,0.7155118
59,NIWO_contrib228,0.5176346
1,NEON.PLA.D16.ABBY.02651,0.769724
18,NEON.PLA.D16.ABBY.00132,0.99889815
19,NEON.PLA.D16.ABBY.00134,0.99159074
1,NEON.PLA.D01.BART.00455,0.7334667
37,NEON.PLA.D19.BONA.01978,0.5205538
50,NEON.PLA.D19.BONA.01487,0.6370874
32,NEON.PLA.D19.BONA.00351,0.51701444
33,NEON.PLA.D19.BONA.00343,0.8145372
36,NEON.PLA.D19.BONA.00345,0.50691634
10,NEON.PLA.D19.BONA.00807,0.63988906
15,NEON.PLA.D19.BONA.00820,0.5583153
44,NEON.PLA.D19.BONA.01837,0.51119655
45,NEON.PLA.D19.BONA.01836,0.50497204
62,NEON.PLA.D19.BONA.00422,0.551284
16,NEON.PLA.D19.BONA.00450,0.748252
40,NEON.PLA.D19.BONA.00732,0.50246716
38,NEON.PLA.D19.BONA.01353,0.48776796
8,NEON.PLA.D19.BONA.01208,0.49907613
9,NEON.PLA.D19.BONA.01260,0.491316
17,NEON.PLA.D19.BONA.01271,0.7529977
19,NEON.PLA.D19.BONA.01239,0.5325969
26,NEON.PLA.D19.BONA.00973,0.49184862
27,NEON.PLA.D19.BONA.00978,0.4952761
46,NEON.PLA.D19.BONA.01261,0.55301195
48,NEON.PLA.D19.BONA.01274,0.66350883
56,NEON.PLA.D19.BONA.01330,0.7657405
1,NEON.PLA.D19.BONA.02014,0.4912537
18,NEON.PLA.D19.BONA.02145,0.5052784
48,NEON.PLA.D11.CLBJ.00607,0.4891856
52,NEON.PLA.D11.CLBJ.00994,0.49213427
20,NEON.PLA.D11.CLBJ.01324,0.70263
61,NEON.PLA.D11.CLBJ.01532,0.5821325
15,NEON.PLA.D11.CLBJ.02114,0.4969806
27,NEON.PLA.D11.CLBJ.01739,0.6088138
50,NEON.PLA.D19.DEJU.03132,0.66115844
4,NEON.PLA.D19.DEJU.03952,0.5095765
5,NEON.PLA.D19.DEJU.03951,0.99999994
9,NEON.PLA.D19.DEJU.03955,0.53034276
10,NEON.PLA.D19.DEJU.03956,0.4939103
13,NEON.PLA.D19.DEJU.03938,0.73326063
14,NEON.PLA.D19.DEJU.03941,0.67850006
15,NEON.PLA.D19.DEJU.03942,0.70309335
16,NEON.PLA.D19.DEJU.03943,0.84745723
17,NEON.PLA.D19.DEJU.03944,0.6090243
18,NEON.PLA.D19.DEJU.03948,0.7695938
19,NEON.PLA.D19.DEJU.04176,0.5172389
27,NEON.PLA.D19.DEJU.04212,0.7322636
34,NEON.PLA.D19.DEJU.04206,0.86976874
35,NEON.PLA.D19.DEJU.04215,0.7816871
41,NEON.PLA.D19.DEJU.04032,0.5036407
43,NEON.PLA.D19.DEJU.03390,0.86276764
45,NEON.PLA.D19.DEJU.04205,0.6764588
47,NEON.PLA.D19.DEJU.04226,0.70173025
54,NEON.PLA.D19.DEJU.01159,0.87241983
19,NEON.PLA.D19.DEJU.00339,0.93903697
27,NEON.PLA.D19.DEJU.00229,0.48785815
28,NEON.PLA.D19.DEJU.00236,0.53104544
30,NEON.PLA.D19.DEJU.00336,0.5342229
38,NEON.PLA.D19.DEJU.00208,0.5130228
39,NEON.PLA.D19.DEJU.00348,0.48846665
40,NEON.PLA.D19.DEJU.00221,0.520476
55,NEON.PLA.D19.DEJU.00242,0.5978992
56,NEON.PLA.D19.DEJU.00250,0.8141056
63,NEON.PLA.D19.DEJU.00333,0.5775923
6,NEON.PLA.D19.DEJU.00322,0.87244725
8,NEON.PLA.D19.DEJU.00334,0.5531779
13,NEON.PLA.D19.DEJU.00749,0.86785537
14,NEON.PLA.D19.DEJU.00760,0.5474267
34,NEON.PLA.D19.DEJU.00764,0.672292
37,NEON.PLA.D19.DEJU.00817,0.7186837
40,NEON.PLA.D19.DEJU.00747,0.5593705
42,NEON.PLA.D19.DEJU.00757,0.7347979
44,NEON.PLA.D19.DEJU.00837,0.56953496
47,NEON.PLA.D19.DEJU.00745,0.63752306
48,NEON.PLA.D19.DEJU.00756,0.6245496
50,NEON.PLA.D19.DEJU.00824,0.5711686
19,NEON.PLA.D19.DEJU.00016,0.48750332
20,NEON.PLA.D19.DEJU.00123,0.830669
21,NEON.PLA.D19.DEJU.00108,0.663959
27,NEON.PLA.D19.DEJU.01783,0.49591413
30,NEON.PLA.D19.DEJU.01791,0.80770725
31,NEON.PLA.D19.DEJU.01535,0.7987102
48,NEON.PLA.D19.DEJU.00711,0.55911726
51,NEON.PLA.D19.DEJU.01518,0.6130086
57,NEON.PLA.D19.DEJU.01528,0.86551106
58,NEON.PLA.D19.DEJU.01529,0.73293024
60,NEON.PLA.D19.DEJU.01532,0.5384472
62,NEON.PLA.D19.DEJU.01793,0.8335779
3,NEON.PLA.D19.DEJU.01542,0.7523688
20,NEON.PLA.D19.DEJU.02734,0.4883333
22,NEON.PLA.D19.DEJU.02755,0.4946153
50,NEON.PLA.D19.DEJU.02790,0.7481689
16,NEON.PLA.D19.DEJU.01589,0.6521363
20,NEON.PLA.D19.DEJU.01552,0.49113262
24,NEON.PLA.D19.DEJU.01565,0.5356441
32,NEON.PLA.D19.DEJU.01548,0.49475816
37,NEON.PLA.D19.DEJU.01594,0.6139801
51,NEON.PLA.D19.DEJU.02041,0.5039872
60,NEON.PLA.D19.DEJU.00944,0.49349388
3,NEON.PLA.D19.DEJU.00964,0.54311186
8,NEON.PLA.D19.DEJU.02058,0.52779096
18,NEON.PLA.D19.DEJU.02584,0.83092564
20,NEON.PLA.D19.DEJU.02583,0.82720184
21,NEON.PLA.D19.DEJU.02063,0.53140867
39,NEON.PLA.D19.DEJU.02571,0.7697087
44,NEON.PLA.D19.DEJU.02595,0.54732305
47,NEON.PLA.D19.DEJU.02577,0.67911255
48,NEON.PLA.D19.DEJU.00404,0.8578912
49,NEON.PLA.D19.DEJU.00633,0.5171008
53,NEON.PLA.D19.DEJU.00673,0.6765989
61,NEON.PLA.D19.DEJU.00566,0.49027386
62,NEON.PLA.D19.DEJU.02036,0.5116554
3,NEON.PLA.D19.DEJU.00565,0.6413324
7,NEON.PLA.D19.DEJU.00672,0.6003237
12,NEON.PLA.D19.DEJU.02603,0.99918497
15,NEON.PLA.D19.DEJU.02609,0.7977723
17,NEON.PLA.D19.DEJU.02647,0.6528426
23,NEON.PLA.D19.DEJU.02615,0.54642004
25,NEON.PLA.D19.DEJU.02639,0.94165856
29,NEON.PLA.D19.DEJU.02611,0.48882157
30,NEON.PLA.D19.DEJU.02644,0.6215962
32,NEON.PLA.D19.DEJU.02602,0.6026814
33,NEON.PLA.D19.DEJU.02648,0.69614935
35,NEON.PLA.D19.DEJU.02650,0.88573784
36,NEON.PLA.D19.DEJU.02651,0.6933517
39,NEON.PLA.D19.DEJU.02608,0.48784953
40,NEON.PLA.D19.DEJU.02866,0.8961524
44,NEON.PLA.D19.DEJU.02861,0.93125373
48,NEON.PLA.D19.DEJU.02858,0.83996844
50,NEON.PLA.D19.DEJU.02855,0.90955037
51,NEON.PLA.D19.DEJU.02849,0.9037027
55,NEON.PLA.D19.DEJU.02827,0.49338225
60,NEON.PLA.D19.DEJU.02862,0.71903414
61,NEON.PLA.D19.DEJU.02834,0.55403185
62,NEON.PLA.D19.DEJU.02869,0.51109296
4,NEON.PLA.D19.DEJU.02852,0.68893176
5,NEON.PLA.D19.DEJU.02870,0.8715074
6,NEON.PLA.D19.DEJU.02871,0.52097905
10,NEON.PLA.D19.DEJU.02860,0.84917283
15,NEON.PLA.D19.DEJU.02506,0.895615
30,NEON.PLA.D19.DEJU.02508,0.77451324
2,NEON.PLA.D08.DELA.04557,0.48974392
49,NEON.PLA.D03.DSNY.00001,0.51081514
57,NEON.PLA.D03.DSNY.00193,0.8263106
58,NEON.PLA.D03.DSNY.00194,0.7122917
59,NEON.PLA.D03.DSNY.00195,0.51314676
12,NEON.PLA.D03.DSNY.01279,1.0
40,NEON.PLA.D07.GRSM.01285,0.99900025
41,NEON.PLA.D07.GRSM.01307,0.53613347
43,NEON.PLA.D07.GRSM.01292,0.584415
45,NEON.PLA.D07.GRSM.01331,0.50746316
46,NEON.PLA.D07.GRSM.01245,0.99743134
47,NEON.PLA.D07.GRSM.01251,0.9959262
49,NEON.PLA.D07.GRSM.01272,0.5003595
50,NEON.PLA.D07.GRSM.01274,0.79193395
51,NEON.PLA.D07.GRSM.01275,0.99574876
53,NEON.PLA.D07.GRSM.01279,0.7651774
56,NEON.PLA.D07.GRSM.01291,0.9967854
57,NEON.PLA.D07.GRSM.01293,0.548531
58,NEON.PLA.D07.GRSM.01299,1.0000001
60,NEON.PLA.D07.GRSM.01323,0.9317643
61,NEON.PLA.D07.GRSM.01326,0.5768544
0,NEON.PLA.D07.GRSM.01330,0.99743015
36,NEON.PLA.D07.GRSM.02047,0.99332064
37,NEON.PLA.D07.GRSM.02058,0.5266272
38,NEON.PLA.D07.GRSM.02056,1.0000001
39,NEON.PLA.D07.GRSM.01997,0.9987552
40,NEON.PLA.D07.GRSM.02062,0.9664362
41,NEON.PLA.D07.GRSM.02034,1.0
42,NEON.PLA.D07.GRSM.01987,0.82004744
43,NEON.PLA.D07.GRSM.02004,0.99902314
44,NEON.PLA.D07.GRSM.02015,0.9958577
45,NEON.PLA.D07.GRSM.02021,1.0
46,NEON.PLA.D07.GRSM.02045,1.0
47,NEON.PLA.D07.GRSM.02046,0.99999964
48,NEON.PLA.D07.GRSM.02055,0.9999998
49,NEON.PLA.D07.GRSM.02065,0.86398596
50,NEON.PLA.D07.GRSM.01981,0.99999976
51,NEON.PLA.D07.GRSM.01986,0.9991624
52,NEON.PLA.D07.GRSM.01999,0.64769334
53,NEON.PLA.D07.GRSM.02016,0.9972157
54,NEON.PLA.D07.GRSM.02042,1.0
55,NEON.PLA.D07.GRSM.02043,1.0000001
56,NEON.PLA.D07.GRSM.02044,0.99999964
1,NEON.PLA.D07.GRSM.00670,0.70038867
3,NEON.PLA.D07.GRSM.00694,0.7590047
47,NEON.PLA.D07.GRSM.01194,0.8914844
50,NEON.PLA.D07.GRSM.01232,0.8805887
53,NEON.PLA.D07.GRSM.01231,0.9850583
54,NEON.PLA.D07.GRSM.01189,0.90451956
35,NEON.PLA.D07.GRSM.00389,0.81491184
36,NEON.PLA.D07.GRSM.00390,0.86202747
38,NEON.PLA.D07.GRSM.00392,0.8521772
39,NEON.PLA.D07.GRSM.00397,0.6303515
40,NEON.PLA.D07.GRSM.00398,0.9063137
42,NEON.PLA.D07.GRSM.00437,0.4937809
3,NEON.PLA.D07.GRSM.01735,1.0000001
4,NEON.PLA.D07.GRSM.01737,1.0
5,NEON.PLA.D07.GRSM.01669,0.9046897
6,NEON.PLA.D07.GRSM.01673,0.99586964
7,NEON.PLA.D07.GRSM.01738,1.0
8,NEON.PLA.D07.GRSM.03707,0.9968961
9,NEON.PLA.D07.GRSM.01746,0.99567485
59,NEON.PLA.D07.GRSM.01064,0.50024045
48,NEON.PLA.D01.HARV.04082,0.9674426
14,NEON.PLA.D01.HARV.09819,0.5390141
11,NEON.PLA.D03.JERC.04377,0.6628969
39,NEON.PLA.D04.LAJA.08262,0.49249798
40,NEON.PLA.D04.LAJA.08260,0.8047693
41,NEON.PLA.D04.LAJA.08243,0.80028975
48,NEON.PLA.D08.LENO.00030,0.91267127
59,NEON.PLA.D08.LENO.00798,0.7365363
17,NEON.PLA.D08.LENO.12347,0.5171166
26,NEON.PLA.D08.LENO.08243,0.50097555
35,NEON.PLA.D13.NIWO.02274,0.8085654
53,NEON.PLA.D13.NIWO.01075,0.5332102
27,NEON.PLA.D13.NIWO.01900,0.5651012
56,NEON.PLA.D13.NIWO.01500,0.5321338
7,NEON.PLA.D13.NIWO.02043,0.612027
6,NEON.PLA.D13.NIWO.01763,0.51171285
21,NEON.PLA.D13.NIWO.01827,0.775922
56,NEON.PLA.D13.NIWO.01289,0.52970517
59,NEON.PLA.D13.NIWO.01296,0.5392942
4,NEON.PLA.D13.NIWO.01190,0.9806919
18,NEON.PLA.D13.NIWO.01408,0.84335405
19,NEON.PLA.D13.NIWO.01430,0.5858391
23,NEON.PLA.D13.NIWO.01400,0.9160497
24,NEON.PLA.D13.NIWO.01401,0.76077014
26,NEON.PLA.D13.NIWO.01427,0.7334863
53,NEON.PLA.D13.NIWO.00878,0.9626691
54,NEON.PLA.D13.NIWO.00882,0.5767196
63,NEON.PLA.D13.NIWO.00770,0.8447951
2,NEON.PLA.D13.NIWO.00400,1.0000001
11,NEON.PLA.D13.NIWO.00373,0.90861094
12,NEON.PLA.D13.NIWO.00388,0.566654
13,NEON.PLA.D13.NIWO.00390,0.928776
14,NEON.PLA.D13.NIWO.00381,0.9554509
32,NEON.PLA.D13.NIWO.00602,0.7386236
54,NEON.PLA.D03.OSBS.01025,0.49498072
56,NEON.PLA.D03.OSBS.01015,0.72907466
57,NEON.PLA.D03.OSBS.01006,0.9990325
58,NEON.PLA.D03.OSBS.01007,0.54393834
59,NEON.PLA.D03.OSBS.01010,0.7795235
60,NEON.PLA.D03.OSBS.01022,0.99288905
61,NEON.PLA.D03.OSBS.01026,0.5248888
21,NEON.PLA.D03.OSBS.01718,0.99654484
29,NEON.PLA.D03.OSBS.01593,0.54223305
34,NEON.PLA.D03.OSBS.01565,0.48741135
35,NEON.PLA.D03.OSBS.01558,0.5153209
36,NEON.PLA.D03.OSBS.01568,0.4899843
45,NEON.PLA.D03.OSBS.00784,0.7736643
46,NEON.PLA.D03.OSBS.00773,0.49652943
61,NEON.PLA.D03.OSBS.01307,0.49043953
62,NEON.PLA.D03.OSBS.01298,0.6145245
63,NEON.PLA.D03.OSBS.01268,0.506461
7,NEON.PLA.D03.OSBS.00023,0.66013235
10,NEON.PLA.D03.OSBS.00251,0.73685676
31,NEON.PLA.D03.OSBS.02848,0.5826265
34,NEON.PLA.D03.OSBS.02861,0.48787364
48,NEON.PLA.D03.OSBS.00583,0.6985594
49,NEON.PLA.D03.OSBS.00585,0.5808203
59,NEON.PLA.D03.OSBS.08090,0.61483574
62,NEON.PLA.D03.OSBS.02136,0.50846094
0,NEON.PLA.D03.OSBS.02128,0.66468906
9,NEON.PLA.D03.OSBS.03145,0.6954412
10,NEON.PLA.D03.OSBS.03147,0.66407806
11,NEON.PLA.D03.OSBS.03139,0.49446043
12,NEON.PLA.D03.OSBS.03149,0.5280536
13,NEON.PLA.D03.OSBS.03181,0.9795249
15,NEON.PLA.D03.OSBS.03144,0.84231955
16,NEON.PLA.D03.OSBS.03141,0.8142106
17,NEON.PLA.D03.OSBS.03146,0.87789005
18,NEON.PLA.D03.OSBS.03164,0.71079576
19,NEON.PLA.D03.OSBS.03131,0.764754
21,NEON.PLA.D03.OSBS.03152,0.92809695
22,NEON.PLA.D03.OSBS.06088,0.75368506
23,NEON.PLA.D03.OSBS.03394,0.9970659
24,NEON.PLA.D03.OSBS.03415,0.57480174
26,NEON.PLA.D03.OSBS.03426,0.5454578
27,NEON.PLA.D03.OSBS.03386,0.9997512
28,NEON.PLA.D03.OSBS.03380,0.70537364
29,NEON.PLA.D03.OSBS.03461,0.97755057
30,NEON.PLA.D03.OSBS.03383,0.9992908
31,NEON.PLA.D03.OSBS.03396,0.99909204
32,NEON.PLA.D03.OSBS.03464,0.97117245
34,NEON.PLA.D03.OSBS.03512,0.6102987
35,NEON.PLA.D03.OSBS.03574,0.99883896
36,NEON.PLA.D03.OSBS.03500,0.53731644
37,NEON.PLA.D03.OSBS.03591,0.9380048
38,NEON.PLA.D03.OSBS.03480,0.6640985
39,NEON.PLA.D03.OSBS.03517,0.8316009
40,NEON.PLA.D03.OSBS.03510,0.9999998
41,NEON.PLA.D03.OSBS.03522,0.98379505
42,NEON.PLA.D03.OSBS.03476,1.0000001
43,NEON.PLA.D03.OSBS.03478,0.99485135
44,NEON.PLA.D03.OSBS.03485,1.0000002
45,NEON.PLA.D03.OSBS.03502,0.98953944
46,NEON.PLA.D03.OSBS.03508,0.99918514
47,NEON.PLA.D03.OSBS.03519,0.99999964
48,NEON.PLA.D03.OSBS.03520,0.99913603
49,NEON.PLA.D03.OSBS.03543,1.0
50,NEON.PLA.D03.OSBS.03582,0.954444
51,NEON.PLA.D03.OSBS.06013,0.9912416
52,NEON.PLA.D03.OSBS.08947,0.9334632
55,NEON.PLA.D03.OSBS.03710,0.8349312
56,NEON.PLA.D03.OSBS.03709,0.5983552
0,NEON.PLA.D03.OSBS.03705,1.0
1,NEON.PLA.D03.OSBS.03706,1.0
2,NEON.PLA.D03.OSBS.03720,0.52251226
3,NEON.PLA.D03.OSBS.03742,0.6207917
4,NEON.PLA.D03.OSBS.03750,0.6143183
5,NEON.PLA.D03.OSBS.02964,0.8232188
7,NEON.PLA.D03.OSBS.02996,0.8166821
8,NEON.PLA.D03.OSBS.02998,0.5175746
9,NEON.PLA.D03.OSBS.02999,0.5175746
12,NEON.PLA.D03.OSBS.02993,0.98358685
13,NEON.PLA.D03.OSBS.02306,0.94622034
14,NEON.PLA.D03.OSBS.02307,0.74276465
15,NEON.PLA.D03.OSBS.02308,0.94622034
16,NEON.PLA.D03.OSBS.02309,0.99706244
18,NEON.PLA.D03.OSBS.02981,0.8294756
19,NEON.PLA.D03.OSBS.02995,0.86262655
20,NEON.PLA.D03.OSBS.02997,0.49015275
27,NEON.PLA.D03.OSBS.03222,0.5210209
28,NEON.PLA.D03.OSBS.03223,0.5210219
30,NEON.PLA.D03.OSBS.00029,0.70504
31,NEON.PLA.D03.OSBS.03218,0.51668054
32,NEON.PLA.D03.OSBS.03191,0.51640934
33,NEON.PLA.D03.OSBS.03190,0.49886292
34,NEON.PLA.D03.OSBS.03224,0.49729812
51,NEON.PLA.D03.OSBS.03329,0.51524585
53,NEON.PLA.D03.OSBS.03326,0.54259807
56,NEON.PLA.D03.OSBS.03003,0.5180485
59,NEON.PLA.D03.OSBS.03017,0.4954402
60,NEON.PLA.D03.OSBS.03021,0.5139862
61,NEON.PLA.D03.OSBS.03068,0.51398695
62,NEON.PLA.D03.OSBS.03026,0.61570597
63,NEON.PLA.D03.OSBS.03081,0.6257892
1,NEON.PLA.D03.OSBS.03025,0.5430405
3,NEON.PLA.D03.OSBS.03062,0.5122666
4,NEON.PLA.D03.OSBS.03014,0.5505066
8,NEON.PLA.D03.OSBS.03020,0.62723595
9,NEON.PLA.D03.OSBS.03002,0.6507855
11,NEON.PLA.D03.OSBS.03004,0.9987993
13,NEON.PLA.D03.OSBS.03019,0.49814096
14,NEON.PLA.D03.OSBS.03059,0.7555078
17,NEON.PLA.D03.OSBS.02704,0.5203137
18,NEON.PLA.D03.OSBS.02714,0.50718313
19,NEON.PLA.D03.OSBS.02713,0.50292367
20,NEON.PLA.D03.OSBS.02722,0.49916783
29,NEON.PLA.D03.OSBS.02701,0.7560707
32,NEON.PLA.D03.OSBS.03836,0.52625835
33,NEON.PLA.D03.OSBS.03832,0.543723
34,NEON.PLA.D03.OSBS.03852,0.7711782
36,NEON.PLA.D03.OSBS.03860,0.58671534
37,NEON.PLA.D03.OSBS.07986,0.48786813
38,NEON.PLA.D03.OSBS.03855,0.6025728
39,NEON.PLA.D03.OSBS.03849,0.5005868
41,NEON.PLA.D03.OSBS.03851,0.95752966
42,NEON.PLA.D03.OSBS.03844,0.6368051
43,NEON.PLA.D03.OSBS.03828,0.93757963
45,NEON.PLA.D03.OSBS.03834,0.65996575
46,NEON.PLA.D03.OSBS.03837,0.9985916
48,NEON.PLA.D03.OSBS.03854,0.92545176
49,NEON.PLA.D03.OSBS.03857,0.95599425
18,NEON.PLA.D03.OSBS.00432,0.7171041
28,NEON.PLA.D03.OSBS.00446,0.8520673
39,NEON.PLA.D03.OSBS.00113,0.52464324
41,NEON.PLA.D03.OSBS.00116,0.747903
50,NEON.PLA.D03.OSBS.08503,0.5340972
56,NEON.PLA.D03.OSBS.08517,0.67656416
57,NEON.PLA.D03.OSBS.08504,0.49443248
1,NEON.PLA.D03.OSBS.08529,0.50341034
2,NEON.PLA.D03.OSBS.08530,0.7215491
61,NEON.PLA.D10.RMNP.04300,0.7657482
63,NEON.PLA.D10.RMNP.04297,0.99151045
14,NEON.PLA.D10.RMNP.04287,0.7209559
16,NEON.PLA.D10.RMNP.04298,0.6468484
16,NEON.PLA.D10.RMNP.04450,0.51042855
49,NEON.PLA.D10.RMNP.04866,0.7861652
44,NEON.PLA.D10.RMNP.03280,0.5110868
45,NEON.PLA.D10.RMNP.03281,0.48834154
58,NEON.PLA.D10.RMNP.03830,0.5159837
17,NEON.PLA.D10.RMNP.03545,0.73264366
18,NEON.PLA.D10.RMNP.03881,0.49513537
25,NEON.PLA.D10.RMNP.03870,0.49520922
27,NEON.PLA.D10.RMNP.03879,0.5011919
30,NEON.PLA.D10.RMNP.03874,0.51301634
